time, current_loop, loop_latency, logic_execution_time, tank_input_valve_status(0), tank_input_valve_mode(1), tank_level_value(2), tank_level_min(3), tank_level_max(4), tank_output_valve_status(5), tank_output_valve_mode(6), tank_output_flow_value(7), 
2022-09-16 11:14:40.606209, 1663319680600, 1, 4, 1.0, 3.0, 5.913333333333313, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:40.810978, 1663319680800, 0, 8, 1.0, 3.0, 5.919999999999978, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:41.011480, 1663319681000, 4, 6, 1.0, 3.0, 5.926666666666644, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:41.206900, 1663319681200, 1, 4, 1.0, 3.0, 5.929999999999976, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:41.419475, 1663319681400, 3, 15, 1.0, 3.0, 5.939999999999974, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:41.611938, 1663319681600, 3, 5, 1.0, 3.0, 5.94666666666664, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:41.821979, 1663319681800, 3, 12, 1.0, 3.0, 5.953333333333305, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:42.017338, 1663319682000, 0, 15, 1.0, 3.0, 5.95999999999997, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:42.209678, 1663319682200, 0, 8, 1.0, 3.0, 5.963333333333303, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:42.407674, 1663319682400, 0, 6, 1.0, 3.0, 5.973333333333301, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:42.618671, 1663319682600, 2, 13, 1.0, 3.0, 5.979999999999966, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:42.810029, 1663319682800, 1, 4, 1.0, 3.0, 5.986666666666632, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:43.016084, 1663319683000, 0, 14, 1.0, 3.0, 5.993333333333297, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:43.216649, 1663319683200, 2, 7, 1.0, 3.0, 5.999999999999962, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:43.438819, 1663319683400, 2, 31, 1.0, 3.0, 6.006666666666628, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:43.625782, 1663319683600, 2, 14, 1.0, 3.0, 6.013333333333293, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:43.825312, 1663319683800, 1, 7, 1.0, 3.0, 6.019999999999958, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:44.050382, 1663319684000, 8, 33, 1.0, 3.0, 6.026666666666624, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:44.223800, 1663319684200, 1, 8, 1.0, 3.0, 6.033333333333289, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:44.417844, 1663319684400, 0, 6, 1.0, 3.0, 6.036666666666622, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:44.638347, 1663319684600, 1, 20, 1.0, 3.0, 6.04666666666662, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:44.835305, 1663319684800, 0, 8, 1.0, 3.0, 6.053333333333285, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:45.043817, 1663319685000, 1, 29, 1.0, 3.0, 6.05999999999995, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:45.232975, 1663319685200, 9, 13, 1.0, 3.0, 6.066666666666616, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:45.428005, 1663319685400, 1, 22, 1.0, 3.0, 6.073333333333281, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:45.620287, 1663319685600, 0, 8, 1.0, 3.0, 6.076666666666614, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:45.824770, 1663319685800, 2, 6, 1.0, 3.0, 6.086666666666612, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:46.048430, 1663319686000, 0, 8, 1.0, 3.0, 6.093333333333277, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:46.233905, 1663319686200, 1, 16, 1.0, 3.0, 6.09666666666661, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:46.439428, 1663319686400, 1, 21, 1.0, 3.0, 6.106666666666608, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:46.634294, 1663319686600, 1, 21, 1.0, 3.0, 6.113333333333273, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:46.811376, 1663319686800, 1, 6, 1.0, 3.0, 6.116666666666606, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:47.050603, 1663319687000, 1, 14, 1.0, 3.0, 6.123333333333271, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:47.222583, 1663319687200, 1, 13, 1.0, 3.0, 6.129999999999936, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:47.414971, 1663319687400, 1, 9, 1.0, 3.0, 6.136666666666602, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:47.617333, 1663319687600, 1, 7, 1.0, 3.0, 6.143333333333267, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:47.844281, 1663319687800, 0, 17, 1.0, 3.0, 6.153333333333265, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:48.032208, 1663319688000, 4, 14, 1.0, 3.0, 6.15999999999993, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:48.222762, 1663319688200, 1, 18, 1.0, 3.0, 6.163333333333263, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:48.411564, 1663319688400, 1, 7, 1.0, 3.0, 6.169999999999928, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:48.609960, 1663319688600, 0, 8, 1.0, 3.0, 6.179999999999926, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:48.808393, 1663319688800, 1, 5, 1.0, 3.0, 6.183333333333259, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:49.051207, 1663319689000, 7, 9, 1.0, 3.0, 6.193333333333257, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:49.245776, 1663319689200, 7, 23, 1.0, 3.0, 6.199999999999922, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:49.419770, 1663319689400, 1, 3, 1.0, 3.0, 6.203333333333255, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:49.657017, 1663319689600, 1, 8, 1.0, 3.0, 6.213333333333253, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:49.806943, 1663319689800, 1, 4, 1.0, 3.0, 6.216666666666586, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:50.031120, 1663319690000, 1, 10, 1.0, 3.0, 6.223333333333251, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:50.244481, 1663319690200, 2, 8, 1.0, 3.0, 6.233333333333249, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:50.451932, 1663319690400, 3, 19, 1.0, 3.0, 6.239999999999914, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:50.632964, 1663319690600, 1, 12, 1.0, 3.0, 6.243333333333247, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:50.851024, 1663319690800, 1, 20, 1.0, 3.0, 6.253333333333245, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:51.066228, 1663319691000, 1, 7, 1.0, 3.0, 6.25999999999991, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:51.229748, 1663319691200, 1, 21, 1.0, 3.0, 6.263333333333243, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:51.446498, 1663319691400, 0, 12, 1.0, 3.0, 6.273333333333241, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:51.614279, 1663319691600, 1, 12, 1.0, 3.0, 6.279999999999906, 3.0, 7.0, 0.0, 3.0, 0.0001, 
2022-09-16 11:14:51.833990, 1663319691800, 1, 10, 1.0, 3.0, 6.29333333333324, 3.0, 7.0, 0.0, 3.0, 0.0, 
2022-09-16 11:14:52.034327, 1663319692000, 1, 7, 1.0, 3.0, 6.299999999999906, 3.0, 7.0, 0.0, 3.0, 0.0, 
2022-09-16 11:14:52.223488, 1663319692200, 0, 8, 1.0, 3.0, 6.313333333333239, 3.0, 7.0, 0.0, 3.0, 0.0, 
2022-09-16 11:14:52.434244, 1663319692400, 0, 6, 1.0, 3.0, 6.333333333333239, 3.0, 7.0, 0.0, 3.0, 0.0, 
2022-09-16 11:14:52.607235, 1663319692600, 0, 2, 1.0, 3.0, 6.339999999999905, 3.0, 7.0, 0.0, 3.0, 0.0, 
2022-09-16 11:14:52.818067, 1663319692800, 0, 10, 1.0, 3.0, 6.3533333333332385, 3.0, 7.0, 0.0, 3.0, 0.0, 
2022-09-16 11:14:53.016182, 1663319693000, 3, 12, 1.0, 3.0, 6.373333333333238, 3.0, 7.0, 0.0, 3.0, 0.0, 
2022-09-16 11:14:53.209688, 1663319693200, 1, 6, 1.0, 3.0, 6.386666666666571, 3.0, 7.0, 0.0, 3.0, 0.0, 
2022-09-16 11:14:53.405938, 1663319693400, 1, 1, 1.0, 3.0, 6.393333333333238, 3.0, 7.0, 0.0, 3.0, 0.0, 
2022-09-16 11:14:53.607558, 1663319693600, 1, 5, 1.0, 3.0, 6.40666666666657, 3.0, 7.0, 0.0, 3.0, 0.0, 
2022-09-16 11:14:53.807541, 1663319693800, 1, 6, 1.0, 3.0, 6.42666666666657, 3.0, 7.0, 0.0, 3.0, 0.0, 
2022-09-16 11:14:54.020769, 1663319694000, 3, 14, 1.0, 3.0, 6.439999999999903, 3.0, 7.0, 0.0, 3.0, 0.0, 
2022-09-16 11:14:54.215952, 1663319694200, 1, 13, 1.0, 3.0, 6.453333333333236, 3.0, 7.0, 0.0, 3.0, 0.0, 
2022-09-16 11:14:54.436365, 1663319694400, 1, 7, 1.0, 3.0, 6.466666666666569, 3.0, 7.0, 0.0, 3.0, 0.0, 
2022-09-16 11:14:54.611653, 1663319694600, 2, 5, 1.0, 3.0, 6.479999999999902, 3.0, 7.0, 0.0, 3.0, 0.0, 
2022-09-16 11:14:54.814939, 1663319694800, 2, 11, 1.0, 3.0, 6.4933333333332355, 3.0, 7.0, 0.0, 3.0, 0.0, 
2022-09-16 11:14:55.011326, 1663319695000, 1, 6, 1.0, 3.0, 6.499999999999901, 3.0, 7.0, 0.0, 3.0, 0.0, 
2022-09-16 11:14:55.226798, 1663319695200, 0, 8, 1.0, 3.0, 6.519999999999901, 3.0, 7.0, 0.0, 3.0, 0.0, 
2022-09-16 11:14:55.419119, 1663319695400, 0, 8, 1.0, 3.0, 6.533333333333235, 3.0, 7.0, 0.0, 3.0, 0.0, 
2022-09-16 11:14:55.612155, 1663319695600, 1, 4, 1.0, 3.0, 6.546666666666567, 3.0, 7.0, 0.0, 3.0, 0.0, 
2022-09-16 11:14:55.821329, 1663319695800, 0, 18, 1.0, 3.0, 6.5599999999999, 3.0, 7.0, 0.0, 3.0, 0.0, 
2022-09-16 11:14:56.016006, 1663319696000, 2, 9, 1.0, 3.0, 6.566666666666567, 3.0, 7.0, 1.0, 3.0, 0.0, 
2022-09-16 11:14:56.209431, 1663319696200, 1, 4, 1.0, 3.0, 6.573333333333232, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:56.422891, 1663319696400, 1, 8, 1.0, 3.0, 6.58333333333323, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:56.625135, 1663319696600, 2, 7, 1.0, 3.0, 6.589999999999896, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:56.822283, 1663319696800, 0, 15, 1.0, 3.0, 6.596666666666561, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:57.063070, 1663319697000, 0, 11, 1.0, 3.0, 6.603333333333226, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:57.231676, 1663319697200, 1, 10, 1.0, 3.0, 6.609999999999892, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:57.422179, 1663319697400, 1, 14, 1.0, 3.0, 6.616666666666557, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:57.616190, 1663319697600, 2, 12, 1.0, 3.0, 6.623333333333222, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:57.838534, 1663319697800, 2, 11, 1.0, 3.0, 6.629999999999888, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:58.055959, 1663319698000, 10, 35, 1.0, 3.0, 6.636666666666553, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:58.209379, 1663319698200, 1, 5, 1.0, 3.0, 6.639999999999886, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:58.454225, 1663319698400, 5, 9, 1.0, 3.0, 6.649999999999884, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:58.624241, 1663319698600, 1, 15, 1.0, 3.0, 6.653333333333216, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:58.816252, 1663319698800, 1, 7, 1.0, 3.0, 6.663333333333214, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:59.084459, 1663319699000, 6, 66, 1.0, 3.0, 6.66999999999988, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:59.217348, 1663319699200, 1, 11, 1.0, 3.0, 6.673333333333212, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:59.410229, 1663319699400, 1, 7, 1.0, 3.0, 6.679999999999878, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:59.629432, 1663319699600, 3, 23, 1.0, 3.0, 6.689999999999876, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:14:59.874099, 1663319699800, 0, 9, 1.0, 3.0, 6.696666666666541, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:15:00.020987, 1663319700000, 1, 18, 1.0, 3.0, 6.703333333333206, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:15:00.234201, 1663319700200, 1, 7, 1.0, 3.0, 6.709999999999872, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:15:00.411626, 1663319700400, 1, 7, 1.0, 3.0, 6.713333333333204, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:15:00.612143, 1663319700600, 1, 6, 1.0, 3.0, 6.71999999999987, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:15:00.831979, 1663319700800, 0, 4, 1.0, 3.0, 6.729999999999868, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:15:01.046751, 1663319701000, 1, 5, 1.0, 3.0, 6.736666666666533, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:15:01.215244, 1663319701200, 1, 13, 1.0, 3.0, 6.743333333333198, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:15:01.433028, 1663319701400, 1, 5, 1.0, 3.0, 6.749999999999864, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:15:01.610587, 1663319701600, 0, 3, 1.0, 3.0, 6.753333333333196, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:15:01.827696, 1663319701800, 4, 16, 1.0, 3.0, 6.763333333333194, 2.7587, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:15:02.035483, 1663319702000, 13, 17, 1.0, 3.0, 6.76999999999986, 2.7587, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:15:02.239993, 1663319702200, 2, 22, 1.0, 3.0, 6.776666666666525, 2.7587, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:15:02.426307, 1663319702400, 2, 22, 1.0, 3.0, 6.78333333333319, 2.7587, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:15:02.640263, 1663319702600, 1, 7, 1.0, 3.0, 6.789999999999856, 2.7587, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:15:02.824007, 1663319702800, 0, 6, 1.0, 3.0, 6.796666666666521, 2.7587, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:15:03.023847, 1663319703000, 6, 16, 1.0, 3.0, 6.803333333333186, 2.7587, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:15:03.226452, 1663319703200, 1, 10, 1.0, 3.0, 6.806666666666519, 2.7587, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:15:03.446260, 1663319703400, 1, 15, 1.0, 3.0, 6.816666666666517, 2.7587, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:15:03.610020, 1663319703600, 1, 8, 1.0, 3.0, 6.823333333333182, 2.7587, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:15:03.829497, 1663319703800, 2, 15, 1.0, 3.0, 6.829999999999848, 2.7587, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:15:04.041767, 1663319704000, 0, 13, 1.0, 3.0, 6.83333333333318, 2.7587, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:15:04.223002, 1663319704200, 1, 4, 1.0, 3.0, 6.843333333333178, 2.7587, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:15:04.443348, 1663319704400, 1, 33, 1.0, 3.0, 6.849999999999844, 2.7587, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:15:04.625251, 1663319704600, 3, 5, 1.0, 3.0, 6.856666666666509, 2.7587, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:15:04.836162, 1663319704800, 1, 4, 1.0, 3.0, 6.863333333333174, 2.7587, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:15:05.064915, 1663319705000, 2, 12, 1.0, 3.0, 6.86999999999984, 2.7587, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:15:05.229885, 1663319705200, 1, 8, 1.0, 3.0, 6.876666666666505, 2.7587, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:15:05.436207, 1663319705400, 1, 3, 1.0, 3.0, 6.88333333333317, 2.7587, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:15:05.613518, 1663319705600, 1, 9, 1.0, 3.0, 6.886666666666503, 2.7587, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:15:05.829488, 1663319705800, 2, 21, 1.0, 3.0, 6.896666666666501, 2.7587, 7.0, 0.0, 3.0, 0.0001, 
2022-09-16 11:15:06.034139, 1663319706000, 9, 20, 1.0, 3.0, 6.909999999999834, 2.7587, 7.0, 0.0, 3.0, 0.0, 
2022-09-16 11:15:06.255653, 1663319706200, 9, 43, 1.0, 3.0, 6.923333333333168, 2.7587, 7.0, 0.0, 3.0, 0.0, 
2022-09-16 11:15:06.411860, 1663319706400, 0, 8, 1.0, 3.0, 6.929999999999834, 2.7587, 7.0, 0.0, 3.0, 0.0, 
2022-09-16 11:15:06.619314, 1663319706600, 2, 16, 1.0, 3.0, 6.949999999999833, 2.7587, 7.0, 0.0, 3.0, 0.0, 
2022-09-16 11:15:06.827004, 1663319706800, 1, 21, 1.0, 3.0, 6.963333333333167, 2.7587, 7.0, 0.0, 3.0, 0.0, 
2022-09-16 11:15:07.033365, 1663319707000, 1, 22, 1.0, 3.0, 6.9766666666665, 2.7587, 7.0, 0.0, 3.0, 0.0, 
2022-09-16 11:15:07.251743, 1663319707200, 6, 31, 1.0, 3.0, 6.989999999999832, 2.7587, 7.0, 0.0, 3.0, 0.0, 
2022-09-16 11:15:07.427022, 1663319707400, 2, 22, 0.0, 3.0, 7.003333333333166, 2.7587, 7.0, 0.0, 3.0, 0.0, 
2022-09-16 11:15:07.623565, 1663319707600, 0, 20, 0.0, 3.0, 7.003333333333166, 2.7587, 7.0, 0.0, 3.0, 0.0, 
2022-09-16 11:15:07.845786, 1663319707800, 8, 19, 0.0, 3.0, 7.003333333333166, 2.7587, 7.0, 0.0, 3.0, 0.0, 
2022-09-16 11:15:08.065636, 1663319708000, 4, 16, 0.0, 3.0, 7.003333333333166, 2.7587, 7.0, 0.0, 3.0, 0.0, 
2022-09-16 11:15:08.235831, 1663319708200, 1, 26, 0.0, 3.0, 7.003333333333166, 2.7587, 7.0, 0.0, 3.0, 0.0, 
2022-09-16 11:15:08.442057, 1663319708400, 1, 20, 0.0, 3.0, 7.003333333333166, 2.7587, 7.0, 0.0, 3.0, 0.0, 
2022-09-16 11:15:08.629224, 1663319708600, 1, 15, 0.0, 3.0, 7.003333333333166, 2.7587, 7.0, 0.0, 3.0, 0.0, 
2022-09-16 11:15:08.819127, 1663319708800, 1, 11, 0.0, 3.0, 7.003333333333166, 2.7587, 7.0, 0.0, 3.0, 0.0, 
2022-09-16 11:15:09.047543, 1663319709000, 8, 23, 0.0, 3.0, 7.003333333333166, 2.7587, 7.0, 0.0, 3.0, 0.0, 
2022-09-16 11:15:09.216188, 1663319709200, 1, 8, 0.0, 3.0, 7.003333333333166, 2.7587, 7.0, 0.0, 3.0, 0.0, 
2022-09-16 11:15:09.414960, 1663319709400, 1, 12, 0.0, 3.0, 7.003333333333166, 2.7587, 7.0, 0.0, 3.0, 0.0, 
2022-09-16 11:15:09.614917, 1663319709600, 1, 5, 0.0, 3.0, 7.003333333333166, 2.7587, 7.0, 0.0, 3.0, 0.0, 
2022-09-16 11:15:09.814208, 1663319709800, 1, 10, 0.0, 3.0, 7.003333333333166, 2.7587, 7.0, 0.0, 3.0, 0.0, 
2022-09-16 11:15:10.029416, 1663319710000, 0, 17, 0.0, 3.0, 7.003333333333166, 2.7587, 7.0, 0.0, 3.0, 0.0, 
2022-09-16 11:15:10.227810, 1663319710200, 1, 11, 0.0, 3.0, 7.003333333333166, 2.7587, 7.0, 0.0, 3.0, 0.0, 
2022-09-16 11:15:10.437400, 1663319710400, 3, 20, 0.0, 3.0, 7.003333333333166, 2.7587, 7.0, 1.0, 3.0, 0.0, 
2022-09-16 11:15:10.623314, 1663319710600, 1, 16, 0.0, 3.0, 6.996666666666498, 2.7587, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:15:10.835842, 1663319710800, 2, 20, 0.0, 3.0, 6.989999999999831, 2.7587, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:15:11.056772, 1663319711000, 2, 23, 0.0, 3.0, 6.983333333333163, 2.7587, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:15:11.226823, 1663319711200, 1, 14, 0.0, 3.0, 6.979999999999829, 2.7587, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:15:11.453679, 1663319711400, 1, 18, 0.0, 3.0, 6.9699999999998274, 2.7587, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:15:11.624027, 1663319711600, 2, 6, 0.0, 3.0, 6.96333333333316, 2.7587, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:15:11.824500, 1663319711800, 2, 12, 0.0, 3.0, 6.956666666666492, 2.7587, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:15:12.064923, 1663319712000, 1, 49, 0.0, 3.0, 6.949999999999824, 2.7587, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:15:12.232447, 1663319712200, 1, 15, 0.0, 3.0, 6.943333333333157, 2.7587, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:15:12.420373, 1663319712400, 1, 8, 0.0, 3.0, 6.939999999999823, 2.7587, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:15:12.618348, 1663319712600, 1, 10, 0.0, 3.0, 6.929999999999821, 2.7587, 7.0, 1.0, 3.0, 0.0001, 
2022-09-16 11:15:12.826719, 1663319712800, 0, 15, 0.0, 3.0, 6.926666666666487, 2.7587, 6.2515, 1.0, 3.0, 0.0001, 
2022-09-16 11:15:13.044469, 1663319713000, 0, 23, 0.0, 3.0, 6.916666666666486, 2.7587, 6.2515, 1.0, 3.0, 0.0001, 
2022-09-16 11:15:13.242874, 1663319713200, 2, 23, 0.0, 3.0, 6.909999999999818, 2.7587, 6.2515, 1.0, 3.0, 0.0001, 
2022-09-16 11:15:13.437643, 1663319713400, 1, 11, 0.0, 3.0, 6.90333333333315, 2.7587, 6.2515, 1.0, 3.0, 0.0001, 
