timestamp,source_ip,dest_ip,source_port,dest_port,function_code,address,value,packet_size,response_time_ms,protocol_version,transaction_id,label,attack_type
2025-01-02 00:46:51.356550,192.168.1.12,192.168.1.102,502,502,2,4489,105,101,99.07892024451324,0,29747,normal,none
2025-01-01 12:02:24.714988,192.168.1.12,192.168.1.101,502,502,3,4947,97,113,42.80254727221436,0,14523,normal,none
2025-01-02 02:18:06.419624,192.168.1.11,192.168.1.102,502,502,3,3069,117,106,10.0,0,31573,normal,none
2025-01-03 00:40:49.000000,192.168.1.100,192.168.1.10,502,38244,3,1369,0,100,76.79470767005644,0,2449,attack,response_manipulation
2025-01-01 16:07:28.378848,192.168.1.10,192.168.1.100,502,502,4,2386,97,123,37.61548837099052,0,19369,normal,none
2025-01-01 03:09:47.373762,192.168.1.12,192.168.1.101,502,502,1,2272,118,139,30.05776455010934,0,3804,normal,none
2025-01-03 00:13:45.000000,192.168.1.100,192.168.1.10,502,35488,3,1018,0,167,79.6762879364785,0,825,attack,response_manipulation
2025-01-01 11:51:14.474126,192.168.1.12,192.168.1.100,502,502,1,3657,100,95,49.86996011449554,0,14301,normal,none
2025-01-02 00:02:10.100000,10.0.0.99,192.168.1.100,23869,502,5,26,56123,70,38.76516183012449,0,1301,attack,command_injection
2025-01-01 07:26:47.994489,192.168.1.12,192.168.1.102,502,502,3,1771,94,104,56.477765764375675,0,9009,normal,none
2025-01-02 15:33:30.762318,192.168.1.12,192.168.1.101,502,502,3,1559,64,116,80.26748685663809,0,47522,normal,none
2025-01-01 21:03:29.906399,192.168.1.11,192.168.1.102,502,502,1,3054,103,91,81.18645329755795,0,25225,normal,none
2025-01-02 16:42:49.810266,192.168.1.11,192.168.1.102,502,502,3,4951,100,111,101.93923026859959,0,48922,normal,none
2025-01-02 07:37:35.431133,192.168.1.11,192.168.1.102,502,502,3,2718,80,99,35.06423302067802,0,37979,normal,none
2025-01-02 12:46:43.976326,192.168.1.12,192.168.1.100,502,502,3,4578,68,103,10.0,0,44172,normal,none
2025-01-01 21:56:52.588596,192.168.1.11,192.168.1.101,502,502,4,1181,96,104,12.110891921805182,0,26304,normal,none
2025-01-01 16:11:54.696138,192.168.1.12,192.168.1.100,502,502,4,4367,117,81,23.989983769252888,0,19459,normal,none
2025-01-01 04:27:21.867519,192.168.1.11,192.168.1.101,502,502,4,3103,81,132,16.639047090214596,0,5370,normal,none
2025-01-02 00:00:29.100000,10.0.0.99,192.168.1.100,25969,502,6,17,37883,103,32.649736910699815,0,291,attack,command_injection
2025-01-01 21:39:31.828729,192.168.1.11,192.168.1.102,502,502,4,1900,87,82,24.41361954401701,0,25952,normal,none
2025-01-03 00:40:08.000000,192.168.1.100,192.168.1.10,502,13304,3,1384,0,152,55.77256678245486,0,2408,attack,response_manipulation
2025-01-04 00:00:01.362000,10.0.0.99,192.168.1.100,12345,502,1,0,0,40,3.070646550269482,0,1362,attack,dos
2025-01-02 02:50:31.340355,192.168.1.10,192.168.1.100,502,502,6,3104,104,104,10.0,0,32219,normal,none
2025-01-01 02:24:00.294467,192.168.1.12,192.168.1.102,502,502,1,3038,85,124,72.96222014762564,0,2886,normal,none
2025-01-02 06:26:31.032979,192.168.1.10,192.168.1.100,502,502,1,2561,72,73,33.70600597106411,0,36560,normal,none
2025-01-01 07:24:43.222082,192.168.1.12,192.168.1.100,502,502,5,4319,75,102,33.27498410296123,0,8967,normal,none
2025-01-02 14:46:21.234208,192.168.1.12,192.168.1.101,502,502,6,2189,93,133,10.0,0,46575,normal,none
2025-01-01 08:42:44.041447,192.168.1.11,192.168.1.101,502,502,3,4374,125,73,38.3408958910038,0,10531,normal,none
2025-01-02 13:09:00.383670,192.168.1.10,192.168.1.101,502,502,2,1270,101,84,130.8276640108337,0,44629,normal,none
2025-01-01 00:13:41.244402,192.168.1.10,192.168.1.102,502,502,1,1663,73,67,10.589509258997557,0,274,normal,none
2025-01-01 16:02:05.830780,192.168.1.12,192.168.1.102,502,502,3,4923,139,102,28.00130386915871,0,19270,normal,none
2025-01-02 06:43:43.743410,192.168.1.12,192.168.1.100,502,502,6,1341,62,81,10.0,0,36912,normal,none
2025-01-01 08:22:05.537907,192.168.1.12,192.168.1.102,502,502,2,4056,120,99,45.18358368856858,0,10122,normal,none
2025-01-01 11:01:03.757149,192.168.1.10,192.168.1.102,502,502,2,1054,104,108,12.797032979669048,0,13291,normal,none
2025-01-05 00:00:05.300000,10.0.0.99,192.168.1.100,54321,502,8,106,0,53,21.199967595589083,0,106,attack,reconnaissance
2025-01-02 15:16:54.213016,192.168.1.11,192.168.1.100,502,502,3,3228,133,92,10.0,0,47190,normal,none
2025-01-02 00:20:13.760468,192.168.1.12,192.168.1.101,502,502,4,2649,111,78,11.664241859193538,0,29210,normal,none
2025-01-02 11:07:47.947475,192.168.1.11,192.168.1.101,502,502,3,4324,94,107,10.0,0,42188,normal,none
2025-01-01 21:11:30.223635,192.168.1.10,192.168.1.101,502,502,3,3743,55,90,82.62215011819353,0,25387,normal,none
2025-01-01 14:07:10.701389,192.168.1.11,192.168.1.102,502,502,3,1618,93,110,25.604418816117086,0,17006,normal,none
2025-01-01 09:05:32.510478,192.168.1.10,192.168.1.102,502,502,5,2016,100,115,22.13564828029219,0,10982,normal,none
2025-01-02 15:23:11.161796,192.168.1.10,192.168.1.101,502,502,6,2752,93,113,36.76704555558444,0,47314,normal,none
2025-01-01 22:35:01.508466,192.168.1.10,192.168.1.101,502,502,3,1584,66,95,102.10263487973792,0,27071,normal,none
2025-01-01 05:32:47.439127,192.168.1.10,192.168.1.101,502,502,3,1265,52,85,19.768733755491873,0,6686,normal,none
2025-01-03 00:41:00.000000,192.168.1.100,192.168.1.10,502,6713,3,1506,0,100,36.79370000408315,0,2460,attack,response_manipulation
2025-01-05 00:00:31.250000,10.0.0.99,192.168.1.100,54321,502,8,625,0,51,29.247123282132467,0,625,attack,reconnaissance
2025-01-02 09:53:43.088118,192.168.1.10,192.168.1.100,502,502,3,3339,109,113,110.67229071976593,0,40701,normal,none
2025-01-01 11:31:21.360016,192.168.1.10,192.168.1.102,502,502,4,4989,86,84,15.44860932546669,0,13903,normal,none
2025-01-02 02:16:28.246299,192.168.1.12,192.168.1.101,502,502,3,1073,113,94,14.64868093793386,0,31540,normal,none
2025-01-02 17:22:14.016012,192.168.1.11,192.168.1.101,502,502,3,3923,109,110,11.510471601053172,0,49717,normal,none
2025-01-02 17:12:46.666382,192.168.1.12,192.168.1.101,502,502,2,1956,135,82,55.46004196852572,0,49520,normal,none
2025-01-02 00:03:12.300000,10.0.0.99,192.168.1.100,23940,502,15,28,25823,81,14.911151709363427,0,1923,attack,command_injection
2025-01-01 02:55:05.744147,192.168.1.11,192.168.1.101,502,502,3,2360,109,113,15.521823165740372,0,3503,normal,none
2025-01-02 08:45:27.073303,192.168.1.12,192.168.1.102,502,502,3,4677,117,93,46.39716034161821,0,39337,normal,none
2025-01-01 01:51:03.159165,192.168.1.11,192.168.1.102,502,502,4,2316,112,114,52.97337696528789,0,2219,normal,none
2025-01-01 15:23:09.206951,192.168.1.12,192.168.1.100,502,502,2,4154,106,88,26.25579622958487,0,18506,normal,none
2025-01-01 08:51:04.226956,192.168.1.11,192.168.1.102,502,502,4,3002,109,130,119.1184795828472,0,10690,normal,none
2025-01-01 17:48:39.014035,192.168.1.12,192.168.1.100,502,502,3,3637,115,97,40.113976488255524,0,21378,normal,none
2025-01-01 01:33:14.023274,192.168.1.10,192.168.1.101,502,502,1,2020,63,73,36.71057572025112,0,1867,normal,none
2025-01-01 16:48:32.482624,192.168.1.10,192.168.1.102,502,502,1,1896,118,91,77.21835432516609,0,20193,normal,none
2025-01-02 00:03:28.184511,192.168.1.12,192.168.1.102,502,502,5,4597,89,84,135.0093499123044,0,28871,normal,none
2025-01-02 00:03:40.300000,10.0.0.99,192.168.1.100,22275,502,16,4,55891,98,45.865657531250726,0,2203,attack,command_injection
2025-01-01 03:12:53.560631,192.168.1.10,192.168.1.102,502,502,6,4407,71,106,14.563328489379291,0,3868,normal,none
2025-01-01 02:40:54.261370,192.168.1.11,192.168.1.100,502,502,3,2926,105,72,39.0354522682382,0,3223,normal,none
2025-01-01 18:09:15.263353,192.168.1.11,192.168.1.102,502,502,2,4508,137,100,48.19137550274989,0,21786,normal,none
2025-01-01 17:29:21.468133,192.168.1.12,192.168.1.102,502,502,3,1965,129,76,40.904511432924124,0,20985,normal,none
2025-01-02 16:23:46.810334,192.168.1.12,192.168.1.101,502,502,1,1763,77,113,21.882389325996275,0,48540,normal,none
2025-01-02 09:53:24.981373,192.168.1.12,192.168.1.100,502,502,3,1400,98,66,10.0,0,40695,normal,none
2025-01-01 06:58:45.015334,192.168.1.11,192.168.1.100,502,502,1,3884,101,89,25.53423793047441,0,8441,normal,none
2025-01-01 08:13:39.637963,192.168.1.11,192.168.1.101,502,502,1,2234,110,120,80.96134464798091,0,9952,normal,none
2025-01-01 01:06:32.112617,192.168.1.12,192.168.1.100,502,502,1,1249,123,90,130.6034976484665,0,1335,normal,none
2025-01-02 03:08:06.151406,192.168.1.11,192.168.1.102,502,502,3,2519,132,101,35.781578437221576,0,32573,normal,none
2025-01-01 23:37:29.136723,192.168.1.10,192.168.1.101,502,502,4,2079,111,66,10.0,0,28345,normal,none
2025-01-02 14:42:57.920091,192.168.1.11,192.168.1.101,502,502,4,3459,77,123,40.591045647176074,0,46504,normal,none
2025-01-02 04:43:01.598196,192.168.1.12,192.168.1.101,502,502,2,1902,108,89,58.559962018210456,0,34483,normal,none
2025-01-02 06:12:47.735781,192.168.1.12,192.168.1.100,502,502,1,2055,95,94,10.0,0,36272,normal,none
2025-01-02 06:41:45.995144,192.168.1.10,192.168.1.101,502,502,1,4545,161,95,148.23720656365006,0,36875,normal,none
2025-01-01 09:32:32.222894,192.168.1.11,192.168.1.102,502,502,3,1816,99,95,120.30376769219353,0,11513,normal,none
2025-01-01 19:54:46.059964,192.168.1.10,192.168.1.101,502,502,3,4154,119,125,73.15727789018716,0,23848,normal,none
2025-01-01 08:12:59.358013,192.168.1.11,192.168.1.102,502,502,1,1853,68,100,19.974842776402483,0,9938,normal,none
2025-01-02 00:03:32.200000,10.0.0.99,192.168.1.100,22415,502,6,77,35406,66,38.639786751116695,0,2122,attack,command_injection
2025-01-01 07:35:53.906803,192.168.1.12,192.168.1.101,502,502,3,1952,99,80,106.7735105973566,0,9190,normal,none
2025-01-04 00:00:00.990000,10.0.0.99,192.168.1.100,12345,502,4,0,0,46,3.4231356806233086,0,990,attack,dos
2025-01-01 09:44:11.317715,192.168.1.10,192.168.1.100,502,502,1,1106,117,130,10.0,0,11745,normal,none
2025-01-02 04:46:17.434615,192.168.1.12,192.168.1.101,502,502,6,4061,103,102,162.8818961498023,0,34546,normal,none
2025-01-01 10:54:18.626019,192.168.1.11,192.168.1.102,502,502,3,1001,83,83,26.44445763664113,0,13153,normal,none
2025-01-01 10:49:46.080001,192.168.1.10,192.168.1.101,502,502,4,2832,92,166,94.2789517208493,0,13060,normal,none
2025-01-02 17:29:25.467885,192.168.1.12,192.168.1.101,502,502,1,4856,104,86,77.27712017253616,0,49859,normal,none
2025-01-02 00:03:51.000000,10.0.0.99,192.168.1.100,28180,502,6,4,33477,79,9.72261707702663,0,2310,attack,command_injection
2025-01-01 07:22:05.008622,192.168.1.10,192.168.1.101,502,502,1,3540,109,130,53.16909400045549,0,8915,normal,none
2025-01-02 11:07:23.645014,192.168.1.12,192.168.1.101,502,502,2,2446,95,127,89.84121482361306,0,42179,normal,none
2025-01-01 07:36:30.073133,192.168.1.12,192.168.1.100,502,502,1,4174,94,122,15.420607402482577,0,9200,normal,none
2025-01-02 07:35:39.543436,192.168.1.12,192.168.1.101,502,502,4,4972,83,90,16.8077042165673,0,37941,normal,none
2025-01-03 00:28:04.000000,192.168.1.100,192.168.1.10,502,22346,3,1900,65535,128,88.09963771132891,0,1684,attack,response_manipulation
2025-01-02 16:26:28.766301,192.168.1.11,192.168.1.102,502,502,1,3359,85,93,10.0,0,48597,normal,none
2025-01-05 00:00:54.250000,10.0.0.99,192.168.1.100,54321,502,8,1085,0,56,17.745947499682345,0,1085,attack,reconnaissance
2025-01-01 06:40:27.066663,192.168.1.11,192.168.1.101,502,502,3,4633,97,110,18.19606932840829,0,8064,normal,none
2025-01-01 17:32:41.293253,192.168.1.10,192.168.1.102,502,502,1,1724,104,122,10.0,0,21053,normal,none
2025-01-02 01:23:49.551624,192.168.1.12,192.168.1.101,502,502,4,1031,68,101,10.0,0,30488,normal,none
2025-01-01 06:14:22.328596,192.168.1.10,192.168.1.102,502,502,3,3070,119,91,19.53976516068394,0,7529,normal,none
2025-01-01 08:12:52.758330,192.168.1.12,192.168.1.102,502,502,2,4087,55,77,89.38191715846806,0,9936,normal,none
2025-01-02 02:07:10.529056,192.168.1.11,192.168.1.100,502,502,3,3429,74,111,38.64137282872533,0,31355,normal,none
2025-01-02 15:57:53.345337,192.168.1.11,192.168.1.101,502,502,1,4276,116,92,10.0,0,48002,normal,none
2025-01-02 17:20:22.588210,192.168.1.10,192.168.1.100,502,502,4,3903,78,97,46.58739458679841,0,49676,normal,none
2025-01-02 17:35:13.123887,192.168.1.11,192.168.1.100,502,502,3,3318,90,84,88.8359848960043,0,49980,normal,none
2025-01-02 04:37:05.854230,192.168.1.12,192.168.1.100,502,502,1,1414,82,81,59.10175292310949,0,34357,normal,none
2025-01-02 08:23:27.746852,192.168.1.11,192.168.1.100,502,502,1,2721,115,70,50.092565684328704,0,38896,normal,none
2025-01-02 14:31:48.884833,192.168.1.10,192.168.1.101,502,502,2,2424,96,84,82.54412584881227,0,46281,normal,none
2025-01-01 07:29:54.451072,192.168.1.11,192.168.1.100,502,502,2,3081,82,140,126.20340694151237,0,9074,normal,none
2025-01-01 20:50:09.263273,192.168.1.11,192.168.1.100,502,502,5,3757,57,101,10.0,0,24962,normal,none
2025-01-01 00:23:41.777840,192.168.1.12,192.168.1.102,502,502,3,1405,111,104,10.0,0,477,normal,none
2025-01-01 13:34:19.145495,192.168.1.12,192.168.1.102,502,502,3,3211,103,60,10.0,0,16359,normal,none
2025-01-01 20:44:18.046436,192.168.1.10,192.168.1.102,502,502,3,3841,90,75,148.91484389706505,0,24840,normal,none
2025-01-01 20:47:49.083442,192.168.1.10,192.168.1.102,502,502,3,4517,70,78,23.332566329814856,0,24916,normal,none
2025-01-01 12:44:20.907201,192.168.1.10,192.168.1.100,502,502,1,4146,109,107,33.19742540892151,0,15360,normal,none
2025-01-01 13:28:33.151158,192.168.1.10,192.168.1.102,502,502,1,2467,56,66,19.564641602344924,0,16243,normal,none
2025-01-02 04:10:26.226963,192.168.1.12,192.168.1.101,502,502,2,4127,111,102,17.29347252170852,0,33822,normal,none
2025-01-02 02:36:17.533856,192.168.1.12,192.168.1.102,502,502,1,1182,126,96,10.0,0,31936,normal,none
2025-01-02 16:12:09.290087,192.168.1.11,192.168.1.102,502,502,3,1763,101,115,21.991932792922103,0,48298,normal,none
2025-01-01 21:07:45.467644,192.168.1.10,192.168.1.102,502,502,3,1790,119,108,10.0,0,25312,normal,none
2025-01-01 03:39:04.413359,192.168.1.12,192.168.1.102,502,502,3,4332,110,126,99.76030501229977,0,4403,normal,none
2025-01-03 00:01:51.000000,192.168.1.100,192.168.1.10,502,30769,3,1147,0,191,39.37962024296481,0,111,attack,response_manipulation
2025-01-01 23:05:52.103181,192.168.1.11,192.168.1.102,502,502,3,1015,102,95,10.0,0,27693,normal,none
2025-01-02 06:22:22.909757,192.168.1.10,192.168.1.102,502,502,3,4329,132,93,34.727872806211,0,36475,normal,none
2025-01-02 03:59:47.074312,192.168.1.10,192.168.1.101,502,502,4,3165,111,119,152.783235742791,0,33604,normal,none
2025-01-01 20:13:09.145990,192.168.1.12,192.168.1.100,502,502,2,2371,81,126,36.471282313777024,0,24220,normal,none
2025-01-02 10:15:47.232227,192.168.1.12,192.168.1.101,502,502,3,4486,117,106,43.785329549241766,0,41146,normal,none
2025-01-02 01:58:06.452998,192.168.1.10,192.168.1.102,502,502,2,3514,126,98,129.43264941365524,0,31169,normal,none
2025-01-02 02:08:37.581210,192.168.1.11,192.168.1.102,502,502,6,3768,140,72,19.00240985636267,0,31383,normal,none
2025-01-05 00:00:01.350000,10.0.0.99,192.168.1.100,54321,502,8,27,0,74,24.41913810260845,0,27,attack,reconnaissance
2025-01-02 16:10:59.389490,192.168.1.11,192.168.1.102,502,502,3,1525,103,82,40.22634475966911,0,48273,normal,none
2025-01-01 19:38:48.853192,192.168.1.10,192.168.1.100,502,502,3,1549,99,116,26.715013669844645,0,23535,normal,none
2025-01-02 13:36:02.374976,192.168.1.11,192.168.1.102,502,502,4,1111,103,95,10.0,0,45164,normal,none
2025-01-01 04:52:30.115051,192.168.1.10,192.168.1.102,502,502,3,1813,118,72,49.408114995320794,0,5875,normal,none
2025-01-02 01:03:41.356179,192.168.1.12,192.168.1.100,502,502,3,2233,112,85,13.3942396437613,0,30089,normal,none
2025-01-05 00:01:17.600000,10.0.0.99,192.168.1.100,54321,502,8,1552,0,52,12.564953297790337,0,1552,attack,reconnaissance
2025-01-01 14:16:24.018321,192.168.1.10,192.168.1.100,502,502,4,3097,114,107,78.16517674612744,0,17180,normal,none
2025-01-02 13:53:59.139564,192.168.1.11,192.168.1.101,502,502,2,2392,95,76,59.64938248096928,0,45514,normal,none
2025-01-02 09:18:10.363289,192.168.1.11,192.168.1.101,502,502,1,3842,139,88,17.640209205069837,0,39997,normal,none
2025-01-01 07:00:40.346248,192.168.1.12,192.168.1.101,502,502,1,3894,99,112,87.73104905989601,0,8479,normal,none
2025-01-02 06:08:51.960547,192.168.1.10,192.168.1.101,502,502,3,4619,90,74,91.58360254035652,0,36199,normal,none
2025-01-02 00:00:19.600000,10.0.0.99,192.168.1.100,24921,502,5,99,47806,111,18.936225916815744,0,196,attack,command_injection
2025-01-02 00:03:55.200000,10.0.0.99,192.168.1.100,29651,502,5,36,5213,84,5.832462652410807,0,2352,attack,command_injection
2025-01-03 00:02:05.000000,192.168.1.100,192.168.1.10,502,51697,3,1338,65535,169,85.46312937198817,0,125,attack,response_manipulation
2025-01-02 07:28:21.165146,192.168.1.11,192.168.1.101,502,502,4,3113,90,109,43.739683493663875,0,37789,normal,none
2025-01-01 00:10:21.106638,192.168.1.10,192.168.1.102,502,502,1,3259,113,71,17.913365527078916,0,213,normal,none
2025-01-01 03:31:36.875834,192.168.1.11,192.168.1.100,502,502,6,2603,106,98,10.0,0,4249,normal,none
2025-01-01 22:20:32.018009,192.168.1.10,192.168.1.101,502,502,4,3711,94,111,28.814278608687143,0,26774,normal,none
2025-01-02 15:18:36.783339,192.168.1.12,192.168.1.100,502,502,3,4378,76,116,26.87979435835683,0,47226,normal,none
2025-01-02 08:08:51.728153,192.168.1.11,192.168.1.100,502,502,4,3286,98,96,24.77645349372753,0,38607,normal,none
2025-01-02 15:08:42.092949,192.168.1.12,192.168.1.101,502,502,3,4898,88,94,66.11370246658545,0,47024,normal,none
2025-01-02 00:00:31.800000,10.0.0.99,192.168.1.100,21932,502,16,6,22811,65,35.993003703317605,0,318,attack,command_injection
2025-01-01 06:36:29.456353,192.168.1.10,192.168.1.102,502,502,2,4027,115,87,80.4025559910134,0,7985,normal,none
2025-01-01 13:24:21.532177,192.168.1.11,192.168.1.100,502,502,3,2376,80,102,22.89580785929211,0,16165,normal,none
2025-01-01 12:42:39.084709,192.168.1.10,192.168.1.102,502,502,3,1881,88,69,10.64168930215411,0,15326,normal,none
2025-01-03 00:21:31.000000,192.168.1.100,192.168.1.10,502,41693,3,1432,65535,184,67.90126781295302,0,1291,attack,response_manipulation
2025-01-05 00:02:01.000000,10.0.0.99,192.168.1.100,54321,502,8,2420,0,77,29.693284857876897,0,2420,attack,reconnaissance
2025-01-01 18:01:33.512669,192.168.1.12,192.168.1.101,502,502,1,3834,85,103,16.002954947638877,0,21635,normal,none
2025-01-01 04:46:10.263875,192.168.1.11,192.168.1.102,502,502,4,3889,88,117,56.18807997341222,0,5749,normal,none
2025-01-02 09:55:41.332557,192.168.1.10,192.168.1.100,502,502,3,1368,106,76,10.0,0,40745,normal,none
2025-01-01 01:44:33.448123,192.168.1.10,192.168.1.101,502,502,4,1147,81,79,10.0,0,2096,normal,none
2025-01-02 00:02:54.700000,10.0.0.99,192.168.1.100,24966,502,6,51,49237,87,21.36642465059954,0,1747,attack,command_injection
2025-01-02 08:21:39.624591,192.168.1.12,192.168.1.100,502,502,5,3653,107,101,46.126398909134544,0,38859,normal,none
2025-01-02 01:13:17.082218,192.168.1.12,192.168.1.101,502,502,5,2735,80,83,45.079852324633876,0,30282,normal,none
2025-01-01 07:33:10.751048,192.168.1.10,192.168.1.100,502,502,4,4450,93,85,68.59474560197863,0,9135,normal,none
2025-01-01 05:48:06.231218,192.168.1.11,192.168.1.100,502,502,4,2582,143,111,135.12847436567407,0,6995,normal,none
2025-01-02 12:13:57.018253,192.168.1.10,192.168.1.100,502,502,2,3110,93,82,25.42002147196609,0,43503,normal,none
2025-01-01 08:16:04.513760,192.168.1.11,192.168.1.101,502,502,3,1311,100,101,77.6322173520788,0,9999,normal,none
2025-01-01 18:45:56.111005,192.168.1.10,192.168.1.100,502,502,3,4262,110,86,58.23010028311386,0,22495,normal,none
2025-01-02 00:01:10.200000,10.0.0.99,192.168.1.100,26933,502,6,53,59414,63,12.856906899821197,0,702,attack,command_injection
2025-01-01 22:04:28.487182,192.168.1.12,192.168.1.101,502,502,2,4280,118,93,25.586388595607684,0,26458,normal,none
2025-01-04 00:00:01.099000,10.0.0.99,192.168.1.100,12345,502,1,0,0,51,1.224058063840495,0,1099,attack,dos
2025-01-01 17:56:54.638908,192.168.1.10,192.168.1.102,502,502,1,1165,148,67,190.6573727364725,0,21544,normal,none
2025-01-01 01:10:51.998874,192.168.1.10,192.168.1.100,502,502,2,1180,117,110,10.0,0,1423,normal,none
2025-01-01 09:07:53.668725,192.168.1.10,192.168.1.102,502,502,3,4396,90,90,54.1309491170193,0,11025,normal,none
2025-01-01 13:52:58.107250,192.168.1.10,192.168.1.102,502,502,1,1545,100,133,10.0,0,16733,normal,none
2025-01-01 10:30:41.650633,192.168.1.10,192.168.1.101,502,502,3,2689,69,65,48.92952173399641,0,12679,normal,none
2025-01-01 21:53:51.668812,192.168.1.11,192.168.1.101,502,502,2,1462,119,88,15.517669455075481,0,26243,normal,none
2025-01-02 03:13:02.077476,192.168.1.12,192.168.1.100,502,502,2,2736,97,101,49.25094314321238,0,32674,normal,none
2025-01-02 00:36:20.799241,192.168.1.12,192.168.1.102,502,502,3,1352,78,108,10.0,0,29543,normal,none
2025-01-03 00:37:53.000000,192.168.1.100,192.168.1.10,502,43020,3,1459,65535,179,87.14814599890565,0,2273,attack,response_manipulation
2025-01-02 16:55:39.593724,192.168.1.10,192.168.1.100,502,502,3,2461,93,109,10.0,0,49178,normal,none
2025-01-02 00:03:35.045332,192.168.1.12,192.168.1.102,502,502,4,2038,90,76,72.28556381361133,0,28873,normal,none
2025-01-02 08:42:42.535620,192.168.1.10,192.168.1.100,502,502,2,3623,108,77,53.299047588697235,0,39284,normal,none
2025-01-01 19:38:42.748738,192.168.1.11,192.168.1.100,502,502,1,3806,94,83,10.0,0,23533,normal,none
2025-01-01 03:49:39.679586,192.168.1.12,192.168.1.100,502,502,3,2754,84,112,19.355944728346778,0,4615,normal,none
2025-01-01 02:36:24.352439,192.168.1.10,192.168.1.101,502,502,3,2945,108,80,82.9974891853188,0,3132,normal,none
2025-01-01 09:56:16.677772,192.168.1.11,192.168.1.101,502,502,1,3018,82,110,56.43327818621112,0,11989,normal,none
2025-01-02 00:03:27.600000,10.0.0.99,192.168.1.100,20302,502,16,73,22303,114,27.939379431309536,0,2076,attack,command_injection
2025-01-02 02:44:16.468279,192.168.1.11,192.168.1.102,502,502,1,1995,80,107,116.25882983685455,0,32091,normal,none
2025-01-01 23:00:52.053578,192.168.1.11,192.168.1.102,502,502,3,1243,113,124,19.99421251925744,0,27586,normal,none
2025-01-02 10:59:50.490972,192.168.1.10,192.168.1.101,502,502,3,4649,76,100,10.0,0,42028,normal,none
2025-01-02 12:53:51.739680,192.168.1.12,192.168.1.100,502,502,3,3150,61,117,116.70628308537707,0,44319,normal,none
2025-01-02 11:09:49.293174,192.168.1.10,192.168.1.102,502,502,3,2901,134,104,17.77568422008066,0,42227,normal,none
2025-01-04 00:00:02.247000,10.0.0.99,192.168.1.100,12345,502,3,0,0,45,2.3236104256340604,0,2247,attack,dos
2025-01-02 02:21:37.505284,192.168.1.11,192.168.1.100,502,502,1,2438,147,106,32.22103257341903,0,31639,normal,none
2025-01-02 05:50:02.681603,192.168.1.11,192.168.1.101,502,502,3,1294,97,110,48.24315984422987,0,35828,normal,none
2025-01-01 01:21:46.148138,192.168.1.11,192.168.1.102,502,502,3,1013,127,137,27.41321512637795,0,1639,normal,none
