src_packets,dst_packets,src_bytes,dst_bytes,flow_duration,total_packets,packet_ratio,total_bytes,byte_ratio,bytes_per_packet,src_inter_packet_avg,dst_inter_packet_avg,src_packet_rate,dst_packet_rate,src_byte_rate,dst_byte_rate,src_bytes_max,dst_bytes_max,src_bytes_min,dst_bytes_min,src_bytes_avg,dst_bytes_avg,src_load,dst_load,src_payload_sum,dst_payload_sum,src_payload_avg,dst_payload_avg,src_ack_rate,dst_ack_rate,src_syn_rate,dst_syn_rate,src_fin_rate,dst_fin_rate,src_rst_rate,dst_rst_rate,src_psh_rate,dst_psh_rate,src_urg_rate,dst_urg_rate,src_ttl,dst_ttl,src_win_size,dst_win_size,src_fragment_rate,dst_fragment_rate,src_ack_delay,dst_ack_delay,syn_ack_imbalance,packet_size_anomaly,reset_rate_total,traffic_symmetry
8,11,520,668,0.044549,19,0.6666666666666666,1188,0.7772795216741405,59.4,0.0004542895725795,0.0044547796249389,179.5775438281443,246.9191227636984,11672.54034882938,14994.724909650049,65.0,64.0,65.0,52.0,65.0,60.727,93380.75,119958.348,104,96,13.0,8.727,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.727,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000139,0.004347,-1.0,3.392164432999081,0.0,0.85
6,12,390,696,0.498807,18,0.46153846153846156,1086,0.5595408895265424,57.1578947368421,0.0997280120849609,0.0453459999778054,12.028700479343714,24.057400958687428,781.8655311573414,1395.329255603871,65.0,64.0,65.0,52.0,65.0,58.0,6254.924,11162.634,78,72,13.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000104,0.045295,-1.0,1.328672369507018,0.0,0.6842105263157895
21,15,1239,933,0.403943,36,1.3125,2172,1.3265524625267666,58.7027027027027,0.0201781034469604,0.0288506405694144,51.98753289449254,37.13395206749467,3067.26444077506,2309.7318185981685,65.0,65.0,52.0,52.0,59.0,62.2,24538.123,18477.861,147,153,7.0,10.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,64.0,64.0,503.0,506.2,0.0,0.0,0.020134,0.029065,-1.0,1.9325684734031228,0.0,0.8378378378378378
16,32,1040,1856,0.498389,48,0.48484848484848486,2896,0.5600430802369413,59.10204081632653,0.0332133928934733,0.0160770339350546,32.103437274899726,64.20687454979945,2086.723422868482,3723.998723888368,65.0,64.0,65.0,52.0,65.0,58.0,16693.786,29791.987,208,192,13.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,8.8e-05,0.016038,-1.0,6.7908572434566,0.0,0.6734693877551021
9,18,585,1044,0.49367,27,0.47368421052631576,1629,0.5598086124401914,58.17857142857143,0.0616933703422546,0.0290393408607034,18.230801952721453,36.46160390544291,1185.0021269268946,2114.773026515689,65.0,64.0,65.0,52.0,65.0,58.0,9480.021,16918.191,117,108,13.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,7.3e-05,0.029007,-1.0,4.114386655221303,0.0,0.6785714285714286
21,15,1239,933,0.404185,36,1.3125,2172,1.3265524625267666,58.7027027027027,0.0201947927474975,0.0288676364081246,51.95640610116654,37.11171864369039,3065.427959968826,2308.348899637542,65.0,65.0,52.0,52.0,59.0,62.2,24523.432,18466.797,147,153,7.0,10.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,64.0,64.0,503.0,506.2,0.0,0.0,0.019528,0.028696,-1.0,1.9325684734031228,0.0,0.8378378378378378
8,16,520,928,0.00386,24,0.47058823529411764,1448,0.5597416576964478,57.92,0.0005192756652832,0.0002572695414225,2072.538860103627,4145.077720207254,134715.02590673574,240414.5077720207,65.0,64.0,65.0,52.0,65.0,58.0,1077708.168,1923294.576,104,96,13.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000236,0.000148,-1.0,3.392164432999081,0.0,0.6799999999999999
5,10,325,580,0.001637,15,0.45454545454545453,905,0.5593803786574871,56.5625,0.0002740025520324,0.0001817809210883,3054.3677458766037,6108.7354917532075,198533.90348197924,354306.658521686,65.0,64.0,65.0,52.0,65.0,58.0,1588243.781,2834404.285,65,60,13.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000211,8.1e-05,-1.0,0.21894667811203306,0.0,0.6875
20,15,1187,933,0.451948,35,1.25,2120,1.2708779443254818,58.888888888888886,0.023760155627602,0.0292035000664847,44.25287864975616,33.189658987317124,2626.408347863028,2064.3967890111253,65.0,65.0,52.0,52.0,59.35,62.2,21011.268,16515.175,147,153,7.35,10.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,64.0,64.0,503.05,506.2,0.0,0.0,0.023827,0.029028,-1.0,2.138196179030828,0.0,0.8611111111111112
8,16,520,928,0.010907,24,0.47058823529411764,1448,0.5597416576964478,57.92,0.0014546939304896,0.0007270654042561,733.4739158338682,1466.9478316677364,47675.80452920143,85082.97423672871,65.0,64.0,65.0,52.0,65.0,58.0,381407.098,680664.976,104,96,13.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.00052,0.00048,-1.0,3.392164432999081,0.0,0.6799999999999999
7,11,455,656,0.499654,18,0.5833333333333334,1111,0.6925418569254186,58.473684210526315,0.0831496715545654,0.0499653100967407,14.009694708738447,22.015234542303276,910.6301560679991,1312.9085327046316,65.0,64.0,65.0,52.0,65.0,59.636,7285.04,10503.266,91,84,13.0,7.636,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.636,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000815,0.053486,-1.0,2.4893866552213026,0.0,0.7894736842105263
21,15,1239,933,0.405074,36,1.3125,2172,1.3265524625267666,58.7027027027027,0.0202262997627258,0.0289101430347987,51.842379417094165,37.030271012210115,3058.7003856085557,2303.282856959469,65.0,65.0,52.0,52.0,59.0,62.2,24469.607,18426.266,147,153,7.0,10.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,64.0,64.0,503.0,506.2,0.0,0.0,0.020416,0.028939,-1.0,1.9325684734031228,0.0,0.8378378378378378
8,16,520,928,0.004579,24,0.47058823529411764,1448,0.5597416576964478,57.92,0.0005435943603515,0.0003052075703938,1747.1063550993667,3494.2127101987335,113561.91308145884,202664.33719152655,65.0,64.0,65.0,52.0,65.0,58.0,908472.775,1621274.491,104,96,13.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000291,0.000172,-1.0,3.392164432999081,0.0,0.6799999999999999
3,6,195,348,0.004181,9,0.42857142857142855,543,0.5587392550143266,54.3,0.0017759799957275,0.0008359909057617,717.5316909830184,1435.0633819660368,46639.5599138962,83233.67615403014,65.0,64.0,65.0,52.0,65.0,58.0,373120.537,665876.651,39,36,13.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000671,0.000475,-1.0,5.635613344778697,0.0,0.7
21,15,1239,933,0.40389,36,1.3125,2172,1.3265524625267666,58.7027027027027,0.0201664566993713,0.0288460084370204,51.99435489861101,37.138824927579286,3067.666939018049,2310.0349104954316,65.0,65.0,52.0,52.0,59.0,62.2,24541.325,18480.271,147,153,7.0,10.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,64.0,64.0,503.0,506.2,0.0,0.0,0.019946,0.029009,-1.0,1.9325684734031228,0.0,0.8378378378378378
10,21,650,1224,0.499916,31,0.45454545454545453,1874,0.5306122448979592,58.5625,0.0553727944691975,0.0249957561492919,20.003360564574848,42.00705718560718,1300.2184366973652,2448.411333103961,65.0,64.0,65.0,52.0,65.0,58.286,10401.745,19587.286,130,132,13.0,6.286,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.524,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000492,0.024778,-1.0,4.705295746130396,0.0,0.65625
10,17,650,992,0.499767,27,0.5555555555555556,1642,0.6545820745216515,58.642857142857146,0.0555140972137451,0.0312326252460479,20.009324345144837,34.01585138674622,1300.6060824344145,1984.9249750383678,65.0,64.0,65.0,52.0,65.0,58.353,10404.851,15879.404,130,108,13.0,6.353,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.529,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000382,0.031692,-1.0,4.705295746130396,0.0,0.75
10,20,650,1160,0.497792,30,0.47619047619047616,1810,0.5598621877691645,58.38709677419355,0.0552542209625244,0.0261995290455065,20.088711751092827,40.177423502185654,1305.7662638210336,2330.2905631267677,65.0,64.0,65.0,52.0,65.0,58.0,10446.129,18642.323,130,120,13.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000322,0.02605,-1.0,4.705295746130396,0.0,0.6774193548387097
20,15,1187,933,0.409561,35,1.25,2120,1.2708779443254818,58.888888888888886,0.021555787638614,0.0292091369628906,48.83277460500389,36.62458095375292,2898.225172806981,2278.0489353234316,65.0,65.0,52.0,52.0,59.35,62.2,23185.803,18224.393,147,153,7.35,10.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,64.0,64.0,503.05,506.2,0.0,0.0,0.023117,0.029426,-1.0,2.138196179030828,0.0,0.8611111111111112
4,8,260,464,0.003899,12,0.4444444444444444,724,0.5591397849462365,55.69230769230769,0.0011607011159261,0.0005568436213902,1025.90407796871,2051.80815593742,66683.76506796615,119004.87304437035,65.0,64.0,65.0,52.0,65.0,58.0,533483.071,952062.096,52,48,13.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000391,0.000381,-1.0,2.3856133447786974,0.0,0.6923076923076923
5,7,325,424,0.0495,12,0.625,749,0.7647058823529411,57.61538461538461,0.0010219812393188,0.0082498391469319,101.01010101010101,141.4141414141414,6565.656565656565,8565.656565656565,65.0,64.0,65.0,52.0,65.0,60.571,52525.216,68525.204,65,60,13.0,8.571,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.714,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.00057,0.007795,-1.0,0.21894667811203306,0.0,0.8461538461538461
21,15,1239,933,0.406406,36,1.3125,2172,1.3265524625267666,58.7027027027027,0.0202903509140014,0.0290215015411376,51.67246546556891,36.908903903977794,3048.675462468566,2295.733822827419,65.0,65.0,52.0,52.0,59.0,62.2,24389.405,18365.872,147,153,7.0,10.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,64.0,64.0,503.0,506.2,0.0,0.0,0.020255,0.029551,-1.0,1.9325684734031228,0.0,0.8378378378378378
21,15,1239,933,0.410258,36,1.3125,2172,1.3265524625267666,58.7027027027027,0.0205128550529479,0.0291814974376133,51.187301649206105,36.562358320861506,3020.0507973031604,2274.178687557586,65.0,65.0,52.0,52.0,59.0,62.2,24160.4,18193.425,147,153,7.0,10.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,64.0,64.0,503.0,506.2,0.0,0.0,0.021068,0.028868,-1.0,1.9325684734031228,0.0,0.8378378378378378
16,32,1040,1856,0.478052,48,0.48484848484848486,2896,0.5600430802369413,59.10204081632653,0.0318005402882893,0.01542099829643,33.46916235053927,66.93832470107854,2175.495552785053,3882.4228326625557,65.0,64.0,65.0,52.0,65.0,58.0,17403.966,31059.386,208,192,13.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000338,0.015285,-1.0,6.7908572434566,0.0,0.6734693877551021
10,20,650,1160,0.468516,30,0.47619047619047616,1810,0.5598621877691645,58.38709677419355,0.0520157814025878,0.0246586799621582,21.343988252268865,42.68797650453773,1387.3592363974763,2475.9026372631884,65.0,64.0,65.0,52.0,65.0,58.0,11098.876,19807.225,130,120,13.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000181,0.024589,-1.0,4.705295746130396,0.0,0.6774193548387097
21,15,1239,933,0.40486,36,1.3125,2172,1.3265524625267666,58.7027027027027,0.0202244997024536,0.0289007255009242,51.869782146914986,37.04984439065356,3060.317146667984,2304.5003210986515,65.0,65.0,52.0,52.0,59.0,62.2,24482.533,18436.0,147,153,7.0,10.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,64.0,64.0,503.0,506.2,0.0,0.0,0.02024,0.029542,-1.0,1.9325684734031228,0.0,0.8378378378378378
21,15,1239,933,0.447969,36,1.3125,2172,1.3265524625267666,58.7027027027027,0.0223850965499877,0.0290220635277884,46.878243807049145,33.484459862177964,2765.8163846158996,2082.733403427469,65.0,65.0,52.0,52.0,59.0,62.2,22126.531,16661.867,147,153,7.0,10.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,64.0,64.0,503.0,506.2,0.0,0.0,0.021985,0.028977,-1.0,1.9325684734031228,0.0,0.8378378378378378
16,29,1040,1700,0.480853,45,0.5333333333333333,2740,0.6114050558495003,59.56521739130435,0.0320095380147298,0.0171732902526855,33.27420230299073,60.309491674170694,2162.823149694397,3535.383994692765,65.0,64.0,65.0,52.0,65.0,58.621,17302.581,28283.064,208,192,13.0,6.621,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.552,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.002066,0.01755,-1.0,6.7908572434566,0.0,0.7173913043478262
10,20,650,1160,0.45219,30,0.47619047619047616,1810,0.5598621877691645,58.38709677419355,0.0501906606886121,0.0237994194030761,22.11459784603817,44.22919569207634,1437.4488599924812,2565.2933501404277,65.0,64.0,65.0,52.0,65.0,58.0,11499.592,20522.348,130,120,13.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000675,0.023486,-1.0,4.705295746130396,0.0,0.6774193548387097
9,12,585,732,0.499422,21,0.6923076923076923,1317,0.7980900409276944,59.86363636363637,0.0618256330490112,0.0454019199718128,18.020832081886663,24.027776109182216,1171.354085322633,1465.6943426601151,65.0,64.0,65.0,52.0,65.0,61.0,9370.83,11725.552,117,108,13.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000808,0.04907,-1.0,4.114386655221303,0.0,0.8636363636363636
21,15,1239,933,0.405343,36,1.3125,2172,1.3265524625267666,58.7027027027027,0.0201107025146484,0.0289505038942609,51.80797497428104,37.00569641020074,3056.6705234825813,2301.7543167144863,65.0,65.0,52.0,52.0,59.0,62.2,24453.358,18414.03,147,153,7.0,10.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,64.0,64.0,503.0,506.2,0.0,0.0,0.020083,0.029666,-1.0,1.9325684734031228,0.0,0.8378378378378378
7,14,455,812,0.002567,21,0.4666666666666667,1267,0.5596555965559655,57.59090909090909,0.0003076394399007,0.0001973739037146,2726.9185820023376,5453.837164004675,177249.70783015195,316322.5555122712,65.0,64.0,65.0,52.0,65.0,58.0,1418074.589,2530717.728,91,84,13.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.0002,0.0001,-1.0,2.4893866552213026,0.0,0.6818181818181819
10,17,650,1004,0.497749,27,0.5555555555555556,1654,0.6467661691542289,59.07142857142857,0.0549369917975531,0.0311092436313629,20.090447193264076,34.153760228548926,1305.879067562165,2017.080898203713,65.0,64.0,65.0,52.0,65.0,59.059,10447.035,16136.65,130,120,13.0,7.059,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.588,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000511,0.033455,-1.0,4.705295746130396,0.0,0.75
21,15,1239,933,0.414417,36,1.3125,2172,1.3265524625267666,58.7027027027027,0.0207208037376403,0.0295819384711129,50.6735968842977,36.19542634592693,2989.7422161735644,2251.3555187166553,65.0,65.0,52.0,52.0,59.0,62.2,23917.933,18010.841,147,153,7.0,10.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,64.0,64.0,503.0,506.2,0.0,0.0,0.020764,0.028962,-1.0,1.9325684734031228,0.0,0.8378378378378378
21,15,1239,933,0.405444,36,1.3125,2172,1.3265524625267666,58.7027027027027,0.0202125430107116,0.0289602279663085,51.79506910942078,36.996477935300554,3055.909077455826,2301.1809275756946,65.0,65.0,52.0,52.0,59.0,62.2,24447.261,18409.439,147,153,7.0,10.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,64.0,64.0,503.0,506.2,0.0,0.0,0.020103,0.02864,-1.0,1.9325684734031228,0.0,0.8378378378378378
16,31,1040,1804,0.495768,47,0.5,2844,0.5761772853185596,59.25,0.032983922958374,0.0165255705515543,32.27316002646399,62.52924755127398,2097.7554017201596,3638.798792983815,65.0,64.0,65.0,52.0,65.0,58.194,16782.039,29110.384,208,192,13.0,6.194,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.516,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000693,0.017543,-1.0,6.7908572434566,0.0,0.6875
10,20,650,1160,0.488734,30,0.47619047619047616,1810,0.5598621877691645,58.38709677419355,0.0542487833234998,0.0257227797257272,20.46102788019659,40.92205576039318,1329.9668122127782,2373.479234102804,65.0,64.0,65.0,52.0,65.0,58.0,10639.739,18987.841,130,120,13.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000562,0.025482,-1.0,4.705295746130396,0.0,0.6774193548387097
20,15,1187,933,0.448085,35,1.25,2120,1.2708779443254818,58.888888888888886,0.0235736244603207,0.0291228634970528,44.63438856466965,33.47579142350224,2649.0509613131435,2082.1942265418393,65.0,65.0,52.0,52.0,59.35,62.2,21192.413,16657.558,147,153,7.35,10.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,64.0,64.0,503.05,506.2,0.0,0.0,0.023632,0.028898,-1.0,2.138196179030828,0.0,0.8611111111111112
14,24,910,1428,0.499459,38,0.56,2338,0.6368089573128062,59.94871794871795,0.0383308484004094,0.0217155684595522,28.030328815778674,48.05199225562058,1821.9713730256137,2859.0935392094248,65.0,64.0,65.0,52.0,65.0,59.5,14575.769,22872.745,182,180,13.0,7.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.625,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.001114,0.021078,-1.0,6.281053321887967,0.0,0.7435897435897436
21,15,1239,933,0.418016,36,1.3125,2172,1.3265524625267666,58.7027027027027,0.0208534002304077,0.0294493607112339,50.23731149046927,35.88379392176376,2964.001377937687,2231.971981933706,65.0,65.0,52.0,52.0,59.0,62.2,23712.011,17855.776,147,153,7.0,10.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,64.0,64.0,503.0,506.2,0.0,0.0,0.020083,0.029055,-1.0,1.9325684734031228,0.0,0.8378378378378378
10,20,650,1160,0.485652,30,0.47619047619047616,1810,0.5598621877691645,58.38709677419355,0.0538841088612874,0.0255605798018606,20.5908757711283,41.1817515422566,1338.4069251233395,2388.541589450883,65.0,64.0,65.0,52.0,65.0,58.0,10707.255,19108.332,130,120,13.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000309,0.025417,-1.0,4.705295746130396,0.0,0.6774193548387097
10,18,650,1044,0.489635,28,0.5263157894736842,1694,0.6220095693779905,58.41379310344828,0.054398669136895,0.0287365913391113,20.42337659685276,36.76207787433496,1327.5194787954292,2132.200516711428,65.0,64.0,65.0,52.0,65.0,58.0,10620.155,17057.603,130,108,13.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000352,0.029332,-1.0,4.705295746130396,0.0,0.7241379310344828
5,10,325,580,0.004476,15,0.45454545454545453,905,0.5593803786574871,56.5625,0.0010070204734802,0.0004972087012396,1117.0688114387847,2234.1376228775694,72609.47274352101,129579.98212689902,65.0,64.0,65.0,52.0,65.0,58.0,580891.575,1036668.041,65,60,13.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000339,0.00033,-1.0,0.21894667811203306,0.0,0.6875
